999 64 1 0 1
0 -0.00110269 0.00107963
1 -0.011518 0.00197282
2 -0.00858505 0.00105632
3 -0.00618133 0.000448649
4 -0.00495401 0.000168274
5 -0.0039596 0.000182312
6 -0.0030471 0.000125622
7 -0.00234972 0.000115674
8 -0.00173764 0.000131297
9 -0.00128418 0.000155227
10 -0.00103493 0.00017613
11 -0.000861742 0.000129512
12 -0.000696084 7.62486e-05
13 -0.000544703 3.25465e-05
14 -0.000419486 6.25753e-06
15 -0.000320042 -7.30928e-06
16 -0.0002406 -6.63114e-06
17 -0.000183022 -7.71533e-07
18 -0.000146619 -1.12871e-06
19 -0.00012078 -6.08613e-06
20 -9.71531e-05 -2.5263e-05
21 -7.57579e-05 -3.13301e-05
22 -6.00592e-05 -2.48456e-05
23 -4.56838e-05 -2.25518e-05
24 -2.90077e-05 -2.16962e-05
25 -1.47355e-05 -1.88023e-05
26 -8.196e-06 -2.2129e-05
27 -3.36788e-06 -2.19029e-05
28 3.10946e-06 -2.13412e-05
29 8.12321e-06 -2.06092e-05
30 1.45984e-05 -1.5388e-05
31 2.11306e-05 -1.30854e-05
32 2.19959e-05 -1.37697e-05
33 2.20888e-05 -1.76204e-05
34 2.37525e-05 -2.29252e-05
35 2.39553e-05 -2.24386e-05
36 2.32695e-05 -1.82564e-05
37 2.55555e-05 -1.76931e-05
38 3.30508e-05 -1.71879e-05
39 3.8658e-05 -1.49125e-05
40 4.9005e-05 -8.66243e-06
41 6.21957e-05 -1.36384e-06
42 9.02342e-05 8.25526e-06
43 0.000124533 2.145e-05
44 0.00016421 4.42486e-05
45 0.000208545 7.00702e-05
46 0.000254974 9.00248e-05
47 0.000307602 9.96707e-05
48 0.000369468 0.00010319
49 0.00043884 9.92009e-05
50 0.000544604 0.000115405
51 0.00067411 0.00010181
52 0.000822777 5.79132e-05
53 0.000988986 -2.89189e-05
54 0.00120443 -9.53817e-05
55 0.00153825 -0.00010262
56 0.00195106 -9.75644e-05
57 0.00249038 -7.8043e-05
58 0.00298692 -5.14141e-05
59 0.00358276 -1.85965e-05
60 0.00435823 -8.73779e-05
61 0.00546787 -0.00014128
62 0.00718217 -0.000197177
63 0.00890447 -6.98803e-05
0 4.52877e-05 -0.000267955
1 -0.00802499 -0.000607035
2 -0.00580875 -0.000526129
3 -0.00449778 -0.00048572
4 -0.00355698 -0.000482232
5 -0.00273217 -0.000318542
6 -0.00200596 -0.000164844
7 -0.00155788 -3.85024e-05
8 -0.00123303 -3.70622e-07
9 -0.00100693 -2.45384e-06
10 -0.000807241 -1.58198e-05
11 -0.000629265 -2.82375e-05
12 -0.000481246 -3.55593e-05
13 -0.000366093 -4.03069e-05
14 -0.000270782 -5.03729e-05
15 -0.000194439 -5.1008e-05
16 -0.000147781 -5.50553e-05
17 -0.000106921 -4.87391e-05
18 -7.81306e-05 -3.65663e-05
19 -6.40341e-05 -3.33083e-05
20 -5.25174e-05 -3.33128e-05
21 -3.51355e-05 -2.91469e-05
22 -2.31561e-05 -2.78677e-05
23 -1.65322e-05 -2.25861e-05
24 -9.58228e-06 -1.61253e-05
25 -6.70399e-06 -9.71623e-06
26 -3.77022e-06 -6.77206e-06
27 1.22931e-06 -5.41291e-06
28 6.98964e-07 -3.87561e-06
29 -1.72298e-06 -3.66221e-06
30 -3.62627e-06 -4.93105e-06
31 -4.94359e-06 -8.08349e-06
32 -6.24704e-06 -7.29302e-06
33 -6.12549e-06 -4.62882e-06
34 -6.61265e-06 1.0481e-06
35 -3.76585e-06 8.52869e-06
36 -3.43587e-06 2.02542e-05
37 3.08846e-07 3.1342e-05
38 5.82488e-06 3.4579e-05
39 1.45188e-05 2.73191e-05
40 2.4742e-05 1.54642e-05
41 3.77662e-05 2.43465e-06
42 5.37364e-05 -2.07834e-05
43 7.94168e-05 -4.92958e-05
44 0.000111787 -7.11199e-05
45 0.000169718 -8.24242e-05
46 0.000250837 -9.63473e-05
47 0.000366267 -0.000140463
48 0.000465496 -0.000223095
49 0.000548632 -0.000318725
50 0.000629475 -0.000345449
51 0.000744987 -0.000302296
52 0.000868819 -0.000253492
53 0.00102509 -0.000193384
54 0.00125651 -0.000157909
55 0.00145689 -0.000136118
56 0.0016954 -8.83672e-05
57 0.00206039 -2.7621e-05
58 0.00252038 -7.59723e-06
59 0.00311716 -8.97955e-05
60 0.00395324 7.17726e-06
61 0.00493524 0.000114422
62 0.0059885 0.000188676
63 0.00781312 0.000215341
0 0.00052624 0.00046277
1 -0.00608507 0.000446578
2 -0.00510693 0.000648132
3 -0.00440749 0.000731542
4 -0.00349101 0.000785852
5 -0.00253171 0.0006463
6 -0.00186416 0.000454962
7 -0.00135913 0.000256506
8 -0.00102447 0.000136392
9 -0.000839257 7.39534e-05
10 -0.000681833 2.0248e-05
11 -0.000564651 -3.94466e-05
12 -0.000469591 -7.30066e-05
13 -0.00038659 -7.14735e-05
14 -0.00033145 -6.90122e-05
15 -0.000266154 -5.32729e-05
16 -0.000217247 -3.42768e-05
17 -0.000179738 -2.0763e-05
18 -0.000141 -1.11677e-05
19 -0.000110889 -1.06485e-05
20 -7.69783e-05 -1.02611e-05
21 -5.30702e-05 3.46775e-06
22 -3.23439e-05 1.85934e-05
23 -2.34753e-05 2.74113e-05
24 -1.72956e-05 2.13446e-05
25 -1.39123e-05 1.08592e-05
26 -1.23086e-05 2.34124e-06
27 -1.05041e-05 -1.31855e-06
28 -8.15551e-06 -2.97587e-06
29 -6.93246e-06 -3.27905e-06
